Fecha,Equipo(MAC),Counter,V1,V2,Bateria
01/03/2000 00:10:46,N/A,125,776,778,178
01/03/2000 00:11:07,N/A,126,779,775,179
01/03/2000 00:11:29,N/A,127,775,776,178
01/03/2000 00:11:50,N/A,128,778,776,176
01/03/2000 00:12:11,N/A,129,775,776,177
01/03/2000 00:12:33,N/A,130,778,776,177
01/03/2000 00:12:53,N/A,131,776,777,179
01/03/2000 00:13:15,N/A,132,776,774,178
01/03/2000 00:13:35,N/A,133,778,777,177
01/03/2000 00:13:56,N/A,134,778,776,177
01/03/2000 00:14:17,N/A,135,778,776,178
01/03/2000 00:14:39,N/A,136,776,776,177
01/03/2000 00:15:00,N/A,137,778,776,178
01/03/2000 00:15:20,N/A,138,779,777,177
01/03/2000 00:15:41,N/A,139,778,779,178
01/03/2000 00:15:26,N/A,140,775,776,178
01/03/2000 00:02:24,N/A,141,778,776,179
01/03/2000 00:02:46,N/A,142,775,776,178
01/03/2000 00:03:08,N/A,143,776,776,177
01/03/2000 00:03:29,N/A,144,776,779,178
01/03/2000 00:03:49,N/A,145,775,776,178
01/03/2000 00:04:10,N/A,146,778,776,177
01/03/2000 00:04:31,N/A,147,778,778,176
01/03/2000 00:04:52,N/A,148,778,775,178
01/03/2000 00:05:13,N/A,149,778,776,177
01/03/2000 00:05:34,N/A,150,776,776,177
01/03/2000 00:05:55,N/A,151,774,776,177
01/03/2000 00:06:16,N/A,152,779,776,178
01/03/2000 00:06:37,N/A,153,776,776,177
01/03/2000 00:06:59,N/A,154,778,776,178
01/03/2000 00:07:19,N/A,155,778,778,176
01/03/2000 00:07:40,N/A,156,778,776,179
01/03/2000 00:08:02,N/A,157,776,776,177
01/03/2000 00:08:23,N/A,158,776,779,177
01/03/2000 00:08:44,N/A,159,778,776,177
01/03/2000 00:09:09,N/A,160,778,776,177
01/03/2000 00:09:31,N/A,161,775,778,179
01/03/2000 00:09:51,N/A,162,779,776,178
01/03/2000 00:10:12,N/A,163,778,776,178
01/03/2000 00:10:34,N/A,164,778,774,178
01/03/2000 00:10:54,N/A,165,776,776,179
01/03/2000 00:11:15,N/A,166,776,776,177
01/03/2000 00:11:37,N/A,167,778,776,177
01/03/2000 00:11:57,N/A,168,776,776,177
01/03/2000 00:12:18,N/A,169,775,778,177
01/03/2000 00:12:39,N/A,170,776,776,178
01/03/2000 00:13:05,N/A,171,776,778,176
01/03/2000 00:13:25,N/A,172,776,776,178
01/03/2000 00:13:46,N/A,173,778,776,177
01/03/2000 00:14:12,N/A,174,776,776,177
01/03/2000 00:14:33,N/A,175,778,774,178
01/03/2000 00:14:54,N/A,176,776,776,176
01/03/2000 00:15:14,N/A,177,776,778,178
01/03/2000 00:15:36,N/A,178,778,776,177
01/03/2000 00:15:56,N/A,179,776,778,179
01/03/2000 00:16:17,N/A,180,778,776,179
01/03/2000 00:16:38,N/A,181,776,776,177
01/03/2000 00:17:00,N/A,182,775,776,177
01/03/2000 00:17:21,N/A,183,778,778,179
01/03/2000 00:17:41,N/A,184,777,776,177
01/03/2000 00:18:02,N/A,185,776,779,178
01/03/2000 00:18:24,N/A,186,778,776,179
01/03/2000 00:18:44,N/A,187,775,778,177
01/03/2000 00:19:05,N/A,188,775,776,179
01/03/2000 00:19:27,N/A,189,776,776,177
01/03/2000 00:19:48,N/A,190,776,776,178
01/03/2000 00:19:59,N/A,191,776,776,176
01/03/2000 00:20:20,N/A,192,776,776,177
01/03/2000 00:20:42,N/A,193,778,776,177
01/03/2000 00:21:03,N/A,194,778,774,177
01/03/2000 00:21:23,N/A,195,778,776,178
01/03/2000 00:21:45,N/A,196,778,775,176
01/03/2000 00:22:06,N/A,197,776,777,177
01/03/2000 00:22:27,N/A,198,778,776,179
01/03/2000 00:22:48,N/A,199,776,779,178
01/03/2000 00:23:08,N/A,200,776,774,177
01/03/2000 00:23:32,N/A,201,778,778,177
01/03/2000 00:23:53,N/A,202,776,776,178
01/03/2000 00:24:13,N/A,203,778,779,178
01/03/2000 00:24:34,N/A,204,778,776,177
01/03/2000 00:24:55,N/A,205,778,777,178
01/03/2000 00:25:16,N/A,206,776,778,178
01/03/2000 00:25:38,N/A,207,777,779,179
01/03/2000 00:25:58,N/A,208,778,777,178
01/03/2000 00:26:20,N/A,209,778,776,177
01/03/2000 00:26:40,N/A,210,778,779,178
01/03/2000 00:27:02,N/A,211,778,777,179
01/03/2000 00:27:22,N/A,212,776,776,177
01/03/2000 00:27:43,N/A,213,778,778,177
01/03/2000 00:28:05,N/A,214,778,776,177
01/03/2000 00:28:25,N/A,215,776,779,178
01/03/2000 00:28:46,N/A,216,778,776,177
01/03/2000 00:29:08,N/A,217,779,776,178
01/03/2000 00:29:29,N/A,218,775,774,177
01/03/2000 00:29:51,N/A,219,778,776,177
01/03/2000 00:30:12,N/A,220,776,777,179
01/03/2000 00:30:34,N/A,221,779,779,178
01/03/2000 00:30:54,N/A,222,778,776,177
01/03/2000 00:31:16,N/A,223,778,776,178
01/03/2000 00:31:37,N/A,224,778,776,179
01/03/2000 00:31:59,N/A,225,776,777,177
01/03/2000 00:32:20,N/A,226,778,776,178
01/03/2000 00:32:40,N/A,227,778,778,178
01/03/2000 00:33:02,N/A,228,778,776,177
01/03/2000 00:33:23,N/A,229,780,776,178
01/03/2000 00:33:43,N/A,230,776,778,178
01/03/2000 00:34:04,N/A,231,776,776,177
01/03/2000 00:34:25,N/A,232,776,776,177
01/03/2000 00:34:46,N/A,233,778,779,178
01/03/2000 00:35:07,N/A,234,776,776,177
01/03/2000 00:35:28,N/A,235,778,779,178
01/03/2000 00:35:50,N/A,236,775,776,178
01/03/2000 00:36:10,N/A,237,776,778,179
01/03/2000 00:36:31,N/A,238,776,776,178
01/03/2000 00:36:53,N/A,239,778,776,179
01/03/2000 00:37:13,N/A,240,776,779,178
01/03/2000 00:37:35,N/A,241,776,778,179
01/03/2000 00:37:55,N/A,242,778,776,179
01/03/2000 00:38:18,N/A,243,776,776,178
01/03/2000 00:38:38,N/A,244,776,776,177
01/03/2000 00:39:00,N/A,245,778,776,176
01/03/2000 00:39:21,N/A,246,776,775,178
01/03/2000 00:39:26,N/A,248,778,776,178
01/03/2000 00:39:26,N/A,248,778,776,178
