Fecha,Equipo(MAC),Counter,V1,V2,Bateria
04/08/2025 18:43:49,N/A,78,737,839,0
04/08/2025 18:44:10,N/A,79,734,840,0
04/08/2025 18:44:30,N/A,80,734,844,0
04/08/2025 18:44:51,N/A,81,736,841,0
04/08/2025 18:45:11,N/A,82,736,842,0
04/08/2025 19:42:17,N/A,248,735,841,0
04/08/2025 19:42:37,N/A,249,736,840,0
04/08/2025 19:42:57,N/A,250,734,842,0
01/09/2025 14:32:16,N/A,262,734,842,0
04/08/2025 18:45:33,N/A,83,735,839,0
04/08/2025 18:45:53,N/A,84,735,842,0
04/08/2025 18:46:14,N/A,85,735,841,0
04/08/2025 18:46:34,N/A,86,733,842,0
04/08/2025 18:46:54,N/A,87,734,842,0
04/08/2025 18:47:15,N/A,88,733,839,0
04/08/2025 18:47:37,N/A,89,735,840,0
04/08/2025 18:47:58,N/A,90,733,842,0
04/08/2025 18:48:18,N/A,91,736,839,0
04/08/2025 18:48:38,N/A,92,736,841,0
04/08/2025 18:48:59,N/A,93,736,840,0
04/08/2025 18:49:19,N/A,94,735,842,0
04/08/2025 18:49:41,N/A,95,736,842,0
04/08/2025 18:50:00,N/A,96,735,841,0
04/08/2025 18:50:22,N/A,97,734,841,0
04/08/2025 18:50:42,N/A,98,734,839,0
04/08/2025 18:51:03,N/A,99,735,837,0
04/08/2025 18:51:23,N/A,100,736,842,0
04/08/2025 18:51:45,N/A,101,733,839,0
04/08/2025 18:52:06,N/A,102,735,841,0
04/08/2025 18:52:26,N/A,103,735,839,0
04/08/2025 18:52:47,N/A,104,733,839,0
04/08/2025 18:53:08,N/A,105,733,841,0
04/08/2025 18:53:29,N/A,106,734,842,0
04/08/2025 18:53:49,N/A,107,734,840,0
04/08/2025 18:54:10,N/A,108,736,841,0
04/08/2025 18:54:31,N/A,109,736,841,0
04/08/2025 18:54:50,N/A,110,734,842,0
04/08/2025 18:55:12,N/A,111,735,842,0
04/08/2025 18:55:31,N/A,112,736,841,0
04/08/2025 18:55:52,N/A,113,734,842,0
04/08/2025 18:56:12,N/A,114,733,842,0
04/08/2025 18:56:33,N/A,115,736,839,0
04/08/2025 18:56:54,N/A,116,734,841,0
04/08/2025 18:57:14,N/A,117,736,839,0
04/08/2025 18:57:35,N/A,118,733,839,0
04/08/2025 18:57:57,N/A,119,735,839,0
04/08/2025 18:58:16,N/A,120,735,842,0
04/08/2025 18:58:36,N/A,121,735,841,0
04/08/2025 18:58:58,N/A,122,736,840,0
04/08/2025 18:59:18,N/A,123,735,842,0
04/08/2025 18:59:39,N/A,124,735,841,0
04/08/2025 19:00:00,N/A,125,735,842,0
04/08/2025 19:00:20,N/A,126,738,839,0
04/08/2025 19:00:42,N/A,127,735,841,0
04/08/2025 19:01:02,N/A,128,733,842,0
04/08/2025 19:01:23,N/A,129,736,842,0
04/08/2025 19:01:42,N/A,130,735,842,0
04/08/2025 19:02:03,N/A,131,736,842,0
04/08/2025 19:02:24,N/A,132,736,840,0
04/08/2025 19:02:44,N/A,133,734,842,0
04/08/2025 19:03:06,N/A,134,734,840,0
04/08/2025 19:03:26,N/A,135,736,842,0
04/08/2025 19:03:48,N/A,136,734,841,0
04/08/2025 19:04:07,N/A,137,734,842,0
04/08/2025 19:04:28,N/A,138,736,843,0
04/08/2025 19:04:47,N/A,139,735,840,0
04/08/2025 19:05:08,N/A,140,734,842,0
04/08/2025 19:05:29,N/A,141,736,844,0
04/08/2025 19:05:50,N/A,142,734,841,0
04/08/2025 19:06:11,N/A,143,734,844,0
04/08/2025 19:06:30,N/A,144,736,842,0
04/08/2025 19:06:51,N/A,145,734,840,0
04/08/2025 19:07:13,N/A,146,734,844,0
04/08/2025 19:07:32,N/A,147,733,842,0
04/08/2025 19:07:53,N/A,148,736,840,0
04/08/2025 19:08:13,N/A,149,736,842,0
04/08/2025 19:08:34,N/A,150,736,841,0
04/08/2025 19:08:55,N/A,151,736,844,0
04/08/2025 19:09:15,N/A,152,734,840,0
04/08/2025 19:09:36,N/A,153,733,840,0
04/08/2025 19:09:56,N/A,154,734,842,0
04/08/2025 19:10:17,N/A,155,736,842,0
04/08/2025 19:10:37,N/A,156,736,842,0
04/08/2025 19:10:58,N/A,157,733,841,0
04/08/2025 19:11:18,N/A,158,734,840,0
04/08/2025 19:11:38,N/A,159,735,842,0
04/08/2025 19:11:59,N/A,160,734,842,0
04/08/2025 19:12:19,N/A,161,736,842,0
04/08/2025 19:12:40,N/A,162,736,843,0
04/08/2025 19:13:00,N/A,163,733,840,0
04/08/2025 19:13:21,N/A,164,737,842,0
04/08/2025 19:13:41,N/A,165,734,842,0
04/08/2025 19:14:02,N/A,166,737,842,0
04/08/2025 19:14:23,N/A,167,736,841,0
04/08/2025 19:14:43,N/A,168,736,842,0
04/08/2025 19:15:03,N/A,169,735,840,0
04/08/2025 19:15:24,N/A,170,738,843,0
04/08/2025 19:15:44,N/A,171,735,842,0
04/08/2025 19:16:05,N/A,172,734,842,0
04/08/2025 19:16:25,N/A,173,733,841,0
04/08/2025 19:16:46,N/A,174,735,842,0
04/08/2025 19:17:06,N/A,175,733,840,0
04/08/2025 19:17:27,N/A,176,736,842,0
04/08/2025 19:17:48,N/A,177,735,840,0
04/08/2025 19:18:08,N/A,178,736,840,0
04/08/2025 19:18:29,N/A,179,736,841,0
04/08/2025 19:18:49,N/A,180,734,840,0
04/08/2025 19:19:09,N/A,181,733,839,0
04/08/2025 19:19:30,N/A,182,735,840,0
04/08/2025 19:19:52,N/A,183,735,840,0
04/08/2025 19:20:12,N/A,184,734,843,0
04/08/2025 19:20:32,N/A,185,734,840,0
04/08/2025 19:20:53,N/A,186,736,842,0
04/08/2025 19:21:13,N/A,187,735,842,0
04/08/2025 19:21:33,N/A,188,734,842,0
04/08/2025 19:21:54,N/A,189,736,842,0
04/08/2025 19:22:14,N/A,190,735,840,0
04/08/2025 19:22:35,N/A,191,736,843,0
04/08/2025 19:22:55,N/A,192,736,840,0
04/08/2025 19:23:15,N/A,193,736,843,0
04/08/2025 19:23:35,N/A,194,736,840,0
04/08/2025 19:23:56,N/A,195,735,844,0
04/08/2025 19:24:16,N/A,196,738,840,0
04/08/2025 19:24:37,N/A,197,736,842,0
04/08/2025 19:24:57,N/A,198,734,842,0
04/08/2025 19:25:18,N/A,199,736,842,0
04/08/2025 19:25:39,N/A,200,735,841,0
04/08/2025 19:26:01,N/A,201,736,842,0
04/08/2025 19:26:21,N/A,202,735,842,0
04/08/2025 19:26:42,N/A,203,734,842,0
04/08/2025 19:27:02,N/A,204,735,841,0
04/08/2025 19:27:23,N/A,205,734,842,0
04/08/2025 19:27:44,N/A,206,734,840,0
04/08/2025 19:28:05,N/A,207,736,843,0
04/08/2025 19:28:26,N/A,208,735,841,0
04/08/2025 19:28:46,N/A,209,733,840,0
04/08/2025 19:29:07,N/A,210,734,841,0
04/08/2025 19:29:29,N/A,211,734,845,0
04/08/2025 19:29:49,N/A,212,735,839,0
04/08/2025 19:30:10,N/A,213,736,839,0
04/08/2025 19:30:31,N/A,214,735,842,0
04/08/2025 19:30:52,N/A,215,734,842,0
04/08/2025 19:31:13,N/A,216,733,839,0
04/08/2025 19:31:34,N/A,217,735,844,0
04/08/2025 19:31:55,N/A,218,735,842,0
04/08/2025 19:32:16,N/A,219,736,842,0
04/08/2025 19:32:37,N/A,220,735,840,0
04/08/2025 19:32:57,N/A,221,733,840,0
04/08/2025 19:33:18,N/A,222,735,840,0
04/08/2025 19:33:38,N/A,223,733,842,0
04/08/2025 19:33:59,N/A,224,737,844,0
04/08/2025 19:34:20,N/A,225,735,843,0
04/08/2025 19:34:41,N/A,226,737,842,0
04/08/2025 19:35:02,N/A,227,733,842,0
04/08/2025 19:35:23,N/A,228,734,839,0
04/08/2025 19:35:43,N/A,229,735,843,0
04/08/2025 19:36:04,N/A,230,736,839,0
04/08/2025 19:36:24,N/A,231,736,843,0
04/08/2025 19:36:46,N/A,232,734,842,0
04/08/2025 19:37:06,N/A,233,734,842,0
04/08/2025 19:37:27,N/A,234,735,842,0
04/08/2025 19:37:47,N/A,235,737,842,0
04/08/2025 19:38:08,N/A,236,735,841,0
04/08/2025 19:38:28,N/A,237,735,840,0
04/08/2025 19:38:49,N/A,238,735,841,0
04/08/2025 19:39:10,N/A,239,736,842,0
04/08/2025 19:39:30,N/A,240,735,842,0
04/08/2025 19:39:51,N/A,241,735,842,0
04/08/2025 19:40:11,N/A,242,733,839,0
04/08/2025 19:40:32,N/A,243,734,841,0
04/08/2025 19:40:53,N/A,244,734,841,0
04/08/2025 19:41:14,N/A,245,736,842,0
04/08/2025 19:41:34,N/A,246,735,841,0
01/01/2024 00:00:02,N/A,0,738,843,0
